id,age,job,marital,education,default,housing,loan,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscription
282,56,retired,married,basic.4y,,yes,yes,4,,0,,1.1,93.994,-36.4,4.857,5191,no
283,41,admin.,divorced,high.school,no,no,no,4,,0,,1.1,93.994,-36.4,4.857,5191,no
284,46,management,married,university.degree,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
285,45,,married,,,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
286,34,admin.,single,university.degree,no,no,yes,2,,0,,1.1,93.994,-36.4,4.857,5191,no
287,45,blue-collar,married,basic.4y,,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
288,54,blue-collar,married,basic.6y,,no,no,5,,0,,1.1,93.994,-36.4,4.857,5191,no
289,33,technician,married,professional.course,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
290,32,admin.,married,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
291,34,services,single,high.school,no,,,2,,0,,1.1,93.994,-36.4,4.857,5191,no
292,57,technician,married,professional.course,no,yes,no,4,,0,,1.1,93.994,-36.4,4.857,5191,no
293,42,technician,married,basic.9y,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
294,32,admin.,single,university.degree,no,yes,yes,1,,0,,1.1,93.994,-36.4,4.857,5191,no
295,48,blue-collar,married,basic.9y,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
296,47,blue-collar,married,basic.9y,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
297,32,admin.,single,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
298,36,services,married,high.school,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
299,37,blue-collar,married,basic.9y,,no,no,5,,0,,1.1,93.994,-36.4,4.857,5191,no
300,50,services,married,high.school,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
301,43,blue-collar,single,basic.4y,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
302,51,management,married,university.degree,no,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
303,37,technician,married,professional.course,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
304,46,admin.,divorced,university.degree,no,yes,yes,1,,0,,1.1,93.994,-36.4,4.857,5191,no
305,35,technician,married,professional.course,no,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
306,38,services,married,high.school,,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
307,55,management,married,university.degree,,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
308,32,admin.,single,university.degree,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
309,55,management,divorced,university.degree,no,yes,no,5,,0,,1.1,93.994,-36.4,4.857,5191,no
310,29,admin.,married,high.school,no,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
311,34,blue-collar,married,basic.4y,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
312,30,management,single,university.degree,no,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
313,33,housemaid,divorced,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
314,37,blue-collar,married,high.school,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
315,32,housemaid,married,high.school,no,no,no,1,,0,,1.1,93.994,-36.4,4.857,5191,no
316,51,blue-collar,divorced,,,yes,yes,2,,0,,1.1,93.994,-36.4,4.857,5191,no
317,56,management,married,university.degree,,no,yes,2,,0,,1.1,93.994,-36.4,4.857,5191,no
318,39,management,divorced,university.degree,,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
319,59,retired,divorced,basic.4y,,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
320,46,blue-collar,married,basic.6y,,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
321,47,admin.,divorced,university.degree,no,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
322,54,admin.,married,high.school,no,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
323,48,services,single,high.school,,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
324,44,admin.,married,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
325,46,admin.,married,high.school,no,no,yes,2,,0,,1.1,93.994,-36.4,4.857,5191,no
326,45,services,married,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
327,43,admin.,married,professional.course,no,no,yes,2,,0,,1.1,93.994,-36.4,4.857,5191,no
328,40,admin.,single,high.school,,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
329,56,management,married,university.degree,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
330,47,entrepreneur,married,professional.course,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
331,36,self-employed,married,university.degree,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
332,46,services,married,high.school,no,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
333,38,blue-collar,married,basic.9y,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
334,50,housemaid,married,basic.4y,,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
335,40,technician,married,professional.course,,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
336,40,admin.,divorced,university.degree,no,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
337,54,retired,married,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
338,52,blue-collar,married,basic.4y,,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
339,53,admin.,married,university.degree,,yes,no,6,,0,,1.1,93.994,-36.4,4.857,5191,no
340,42,blue-collar,married,basic.4y,,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
341,49,housemaid,married,basic.4y,no,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
342,51,self-employed,married,basic.9y,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
343,52,self-employed,married,university.degree,no,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
344,35,admin.,married,university.degree,no,yes,yes,2,,0,,1.1,93.994,-36.4,4.857,5191,no
345,36,blue-collar,married,basic.9y,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
346,30,admin.,married,university.degree,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
347,40,technician,married,basic.9y,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
348,45,technician,married,university.degree,no,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
349,56,retired,married,high.school,no,no,no,5,,0,,1.1,93.994,-36.4,4.857,5191,no
350,46,services,married,basic.6y,no,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
351,42,admin.,married,university.degree,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
352,56,blue-collar,married,basic.4y,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
353,34,blue-collar,married,basic.4y,no,no,no,4,,0,,1.1,93.994,-36.4,4.857,5191,no
354,40,technician,married,basic.9y,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
355,48,entrepreneur,married,university.degree,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
356,27,blue-collar,married,basic.9y,,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
357,48,blue-collar,married,professional.course,,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
358,41,technician,single,university.degree,,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
359,49,blue-collar,married,basic.4y,,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
360,56,retired,married,basic.4y,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
361,49,admin.,married,high.school,no,no,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
362,44,blue-collar,married,,,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
363,59,management,married,basic.4y,,yes,no,5,,0,,1.1,93.994,-36.4,4.857,5191,no
364,38,unemployed,married,basic.4y,,yes,yes,2,,0,,1.1,93.994,-36.4,4.857,5191,no
365,36,services,married,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
366,31,technician,single,professional.course,no,yes,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
367,32,services,married,high.school,no,no,no,3,,0,,1.1,93.994,-36.4,4.857,5191,no
368,39,blue-collar,married,basic.9y,,yes,no,2,,0,,1.1,93.994,-36.4,4.857,5191,no
369,30,services,married,university.degree,no,yes,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
370,37,blue-collar,married,basic.9y,,yes,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
371,39,blue-collar,married,professional.course,,yes,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
372,46,blue-collar,married,basic.4y,no,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
373,37,services,married,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
374,30,technician,married,university.degree,,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
375,38,technician,married,professional.course,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
376,44,self-employed,married,university.degree,,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
377,38,technician,married,,,,,2,,0,,1.1,93.994,-36.4,4.856,5191,no
378,30,student,single,high.school,,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
379,54,housemaid,divorced,,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
380,41,management,married,,,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
381,43,technician,married,professional.course,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
382,43,technician,married,basic.6y,no,yes,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
383,36,technician,divorced,professional.course,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
384,50,self-employed,married,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
385,50,technician,married,professional.course,no,yes,no,4,,0,,1.1,93.994,-36.4,4.856,5191,no
386,33,blue-collar,single,basic.9y,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
387,44,management,single,university.degree,,yes,yes,1,,0,,1.1,93.994,-36.4,4.856,5191,no
388,31,management,married,high.school,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
389,40,entrepreneur,married,basic.9y,no,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
390,28,,single,basic.9y,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
391,36,services,single,,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
392,44,blue-collar,single,high.school,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
393,38,blue-collar,divorced,,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
394,39,blue-collar,divorced,basic.6y,,yes,yes,1,,0,,1.1,93.994,-36.4,4.856,5191,no
395,47,blue-collar,single,basic.4y,,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
396,42,admin.,divorced,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
397,36,admin.,married,high.school,no,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
398,36,services,single,,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
399,56,entrepreneur,married,university.degree,,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
400,26,admin.,single,high.school,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
401,31,admin.,single,university.degree,no,yes,yes,1,,0,,1.1,93.994,-36.4,4.856,5191,no
402,39,services,married,high.school,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
403,52,blue-collar,single,high.school,,,,1,,0,,1.1,93.994,-36.4,4.856,5191,no
404,27,admin.,single,basic.9y,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
405,31,admin.,single,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,yes
406,52,technician,married,professional.course,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
407,30,services,married,university.degree,no,yes,no,6,,0,,1.1,93.994,-36.4,4.856,5191,no
408,45,blue-collar,married,basic.9y,,yes,yes,1,,0,,1.1,93.994,-36.4,4.856,5191,no
409,54,technician,married,university.degree,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
410,44,admin.,married,high.school,no,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
411,45,blue-collar,married,basic.9y,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
412,51,admin.,married,high.school,,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
413,34,admin.,single,high.school,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
414,31,blue-collar,married,basic.6y,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
415,31,services,married,basic.6y,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
416,45,housemaid,married,basic.4y,,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
417,38,admin.,married,university.degree,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
418,35,blue-collar,single,,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
419,40,management,married,university.degree,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
420,42,blue-collar,married,basic.6y,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
421,34,technician,married,professional.course,,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
422,48,admin.,single,university.degree,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
423,33,blue-collar,married,high.school,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
424,37,technician,married,professional.course,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
425,42,admin.,single,,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
426,40,blue-collar,married,high.school,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
427,40,blue-collar,married,high.school,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
428,59,entrepreneur,divorced,high.school,,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
429,43,technician,single,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
430,48,services,married,high.school,,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
431,43,technician,single,university.degree,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
432,40,blue-collar,divorced,,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
433,43,,married,high.school,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
434,29,technician,married,professional.course,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
435,54,admin.,married,university.degree,no,no,no,7,,0,,1.1,93.994,-36.4,4.856,5191,no
436,36,technician,married,professional.course,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
437,39,blue-collar,married,basic.6y,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
438,38,technician,single,professional.course,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
439,44,admin.,married,high.school,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
440,33,blue-collar,married,basic.9y,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
441,37,blue-collar,married,basic.6y,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
442,46,technician,married,professional.course,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
443,34,technician,divorced,professional.course,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
444,52,technician,married,basic.4y,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
445,46,blue-collar,married,basic.6y,,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
446,31,blue-collar,single,basic.9y,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
447,38,blue-collar,married,,,no,yes,1,,0,,1.1,93.994,-36.4,4.856,5191,no
448,42,blue-collar,divorced,basic.6y,,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
449,40,blue-collar,married,basic.4y,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
450,47,services,married,high.school,,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
451,35,blue-collar,married,basic.4y,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
452,48,retired,married,basic.9y,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
453,40,blue-collar,married,basic.6y,,yes,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
454,32,services,single,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
455,59,retired,divorced,basic.4y,no,yes,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
456,45,blue-collar,married,basic.9y,,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
457,53,technician,married,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
458,49,blue-collar,married,basic.9y,no,yes,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
459,31,blue-collar,married,basic.9y,no,yes,yes,2,,0,,1.1,93.994,-36.4,4.856,5191,no
460,36,services,married,high.school,,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
461,29,admin.,single,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
462,31,blue-collar,married,basic.6y,,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
463,38,blue-collar,married,basic.9y,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
464,48,admin.,married,basic.9y,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
465,44,blue-collar,married,basic.9y,,,,1,,0,,1.1,93.994,-36.4,4.856,5191,no
466,42,services,divorced,high.school,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
467,44,admin.,married,university.degree,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
468,51,blue-collar,married,basic.9y,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
469,43,blue-collar,married,basic.4y,,yes,no,5,,0,,1.1,93.994,-36.4,4.856,5191,no
470,52,technician,married,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
471,45,blue-collar,single,basic.6y,no,yes,no,5,,0,,1.1,93.994,-36.4,4.856,5191,no
472,41,services,divorced,high.school,no,yes,yes,1,,0,,1.1,93.994,-36.4,4.856,5191,no
473,35,technician,divorced,,no,yes,yes,1,,0,,1.1,93.994,-36.4,4.856,5191,no
474,41,services,divorced,high.school,no,no,yes,1,,0,,1.1,93.994,-36.4,4.856,5191,no
475,46,management,married,basic.9y,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
476,36,housemaid,divorced,basic.9y,,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
477,29,technician,married,professional.course,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
478,47,services,married,,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
479,58,,married,,,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
480,48,blue-collar,married,professional.course,no,no,yes,4,,0,,1.1,93.994,-36.4,4.856,5191,no
481,31,blue-collar,married,basic.4y,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
482,44,admin.,married,university.degree,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
483,38,unemployed,divorced,professional.course,no,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
484,33,admin.,married,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
485,53,blue-collar,married,basic.9y,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
486,33,management,single,,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
487,33,self-employed,married,basic.9y,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
488,37,admin.,divorced,university.degree,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
489,41,admin.,single,basic.6y,no,,,1,,0,,1.1,93.994,-36.4,4.856,5191,no
490,46,blue-collar,married,basic.6y,,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
491,32,entrepreneur,divorced,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
492,55,blue-collar,married,basic.4y,no,yes,yes,1,,0,,1.1,93.994,-36.4,4.856,5191,no
493,48,management,divorced,university.degree,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
494,46,admin.,divorced,university.degree,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
495,34,blue-collar,married,basic.6y,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
496,54,housemaid,divorced,basic.4y,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
497,39,technician,single,basic.6y,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
498,38,blue-collar,divorced,,no,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
499,31,blue-collar,married,basic.6y,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
500,57,self-employed,single,high.school,,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
501,50,technician,married,high.school,no,no,no,5,,0,,1.1,93.994,-36.4,4.856,5191,no
502,51,entrepreneur,married,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
503,44,blue-collar,married,basic.4y,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
504,35,admin.,single,basic.4y,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
505,35,admin.,single,basic.4y,,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
506,48,blue-collar,married,basic.9y,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
507,35,admin.,single,basic.4y,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
508,44,technician,married,professional.course,,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
509,40,management,married,high.school,no,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
510,50,self-employed,married,basic.4y,,,,3,,0,,1.1,93.994,-36.4,4.856,5191,no
511,32,services,divorced,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
512,49,technician,married,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
513,32,blue-collar,married,basic.4y,,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
514,30,services,married,high.school,no,no,yes,2,,0,,1.1,93.994,-36.4,4.856,5191,no
515,28,admin.,married,high.school,no,yes,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
516,40,blue-collar,married,basic.4y,,,,1,,0,,1.1,93.994,-36.4,4.856,5191,no
517,44,management,married,university.degree,no,no,no,1,,0,,1.1,93.994,-36.4,4.856,5191,no
518,28,technician,single,professional.course,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
519,58,housemaid,married,basic.4y,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
520,35,blue-collar,married,professional.course,no,no,no,5,,0,,1.1,93.994,-36.4,4.856,5191,no
521,35,admin.,divorced,high.school,no,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
522,41,technician,single,university.degree,,no,no,8,,0,,1.1,93.994,-36.4,4.856,5191,no
523,42,services,married,high.school,,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
524,42,blue-collar,married,basic.4y,,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
525,39,blue-collar,married,basic.6y,no,no,no,6,,0,,1.1,93.994,-36.4,4.856,5191,no
526,47,retired,married,basic.4y,,,,2,,0,,1.1,93.994,-36.4,4.856,5191,no
527,34,technician,single,professional.course,no,,,3,,0,,1.1,93.994,-36.4,4.856,5191,no
528,44,services,married,basic.6y,,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
529,51,blue-collar,married,basic.4y,no,yes,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
530,49,services,married,high.school,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
531,35,admin.,single,basic.4y,,yes,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
532,44,admin.,married,high.school,no,no,no,3,,0,,1.1,93.994,-36.4,4.856,5191,no
533,32,management,divorced,basic.4y,,no,no,4,,0,,1.1,93.994,-36.4,4.856,5191,no
534,42,blue-collar,married,basic.4y,,,,2,,0,,1.1,93.994,-36.4,4.856,5191,no
535,32,housemaid,married,basic.4y,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
536,30,services,married,,no,yes,no,4,,0,,1.1,93.994,-36.4,4.856,5191,no
537,56,retired,married,basic.4y,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
538,31,technician,married,professional.course,no,no,no,2,,0,,1.1,93.994,-36.4,4.856,5191,no
